ASTCLS,CODE,NAME,SYMBOLCODE,SYMBOLNAME,ISINCODE,QUANTITY,UNITCOST,MARKETRATE,ACCRUEDINTEREST,MARKETVALUE,GainLoss,GainLoss Percentage,POSITIONFLAG,ASONDATE
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS19,8.54 NHPC LIMITED 2028,TBE848E07526,37550,1244.226302507327,1155.704,869781.452054794521,44266466.652054794521,-3324012.45915012885,-7.1146464536989411421269547211260917728E00,Long,08/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS24,8.63 IRFC 2029,TBE053F07728,80000,1256.40732,1166.013,1577043.821917808219,94858083.821917808219,-7231545.6,-7.1946667741477341918065233812868903056E00,Long,08/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS25,8.63 REC 24032029,TBE020B07ID2,145000,1255.62526,1166.016,7542383.561643835616,176614703.561643835616,-12993342.7,-7.1366245053082159242320435636982964169E00,Long,08/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,INTACCSAL,Accrued Interest on Sale,,6067,-53.453151000001,-53.453151000001,0,-324300.267117006067,0,0,Long,08/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS26,GOI LOAN 4.56% 2023,TB0020210210,10500000,97.657142857142,97.6914,5320000,1031079700,359700.000009,3.50789935643654336950868727217702904056E-02,Long,08/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS22,INDIAN RAILWAY FINANCE CORPORATION LIMITED SR-103 7.28 BD 21DC30 FVRS1000 LOA UPTO20DC15,TBE053F07801,20000,1208.844225,1111.218,1382965.045479452055,23607325.045479452055,-1952524.5,-8.0759971368519380567831227385811434885E00,Long,08/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS09,NHAI SR IIA 7.35 11JN31 FVRS1000,TBE906B07EI0,0,0,1116.481,0.001104,0.001104,0,0,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16003,Aarti Industries - 28/07/2022,,13600,694.955993655,725,0,9860000,408598.486292,4.32315234623544747705453905270412844757E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15929,Adani Ports and Special Economic Zone Ltd - 28/07/2022,,32500,679.295295219,711.55,0,23125375,1048277.9053825,4.74825970502288128552397672424663135255E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15946,Aditya Birla Fashion and Retail Ltd - 28/07/2022,,59800,247.98279867,253.85,0,15180230,350858.639534,2.3659710921351866038281614010788436272E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15884,Apollo Hospitals Enterprise - 28/07/2022,,5250,3789.318249788059,3938.3,0,20676075,782154.18861269025,3.93162411788119732280809584726573721855E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15938,Apollo Tyres - 28/07/2022,,157500,183.999317114667,203.05,0,31980375,3000482.5544399475,1.03536704288205356378493276690517886225E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15930,Asian Paints Ltd - 28/07/2022,,22800,2721.946100984298,2890.4,0,65901120,3840748.8975580056,6.18873014990217671500239746252747994622E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15885,Axis Bank Ltd - 28/07/2022,,62400,655.987849503281,670.1,0,41814240,880598.1909952656,2.15128230003114050479619108860302708555E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15926,Bajaj Finance Ltd - 28/07/2022,,25000,5542.12556175543,5877.45,0,146936250,8383110.95611425,6.05046627883252612200814495253753184653E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15971,Berger Paints India Ltd - 28/07/2022,,24200,572.732360905909,587.7,0,14222340,362216.8660770022,2.61337408461016747226381235970141796953E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15875,Bharat Forge Ltd - 28/07/2022,,52000,642.284413838077,659.05,0,34270600,871810.480419996,2.61030562173188359072915598830277255505E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15874,Bharti Airtel Ltd - 28/07/2022,,156750,686.099759112363,694.55,0,108870712.5,1324575.25913709975,1.23163443441073976539074407070502968065E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15887,Biocon Ltd - 28/07/2022,,170200,311.626060064594,323.75,0,55102250,2063494.5770061012,3.89054109688160992821983273252746617043E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15939,Britannia Industries Ltd - 28/07/2022,,2000,3465.742355913139,3833.1,0,7666200,734715.288173722,1.05996812907943694002046843785843090206E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15905,Canara Bank - 28/07/2022,,129600,185.5624423825,211.25,0,27378000,3329107.467228,1.38430801447149625496226592273954491584E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15962,Cholamandalam Investments and Finance Ltd - 28/07/2022,,30000,639.58142261,632.65,0,18979500,-207942.6783,-1.0837435805615323452241632956831888554E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15921,Coal India Ltd - 28/07/2022,,134400,184.729667147143,189.5,0,25468800,641132.7354239808,2.58233175348996844560016217107702217458E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15953,Divis Laboratories Ltd - 28/07/2022,,8250,3626.449005139637,3683.9,0,30392175,473970.70759799475,1.58422177670056166245935220896320405741E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15927,Dixon Technologies India Ltd - 28/07/2022,,2625,3713.670384217143,3657.9,0,9601987.5,-146397.258570000375,-1.5017591344176235098723705087435093837E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15956,Dr. Lal Pathlabs Ltd - 28/07/2022,,2500,2089.958207979,2128.45,0,5321125,96229.4800525,1.84174936484599635432603153921097290302E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15876,Eicher Motors Ltd - 28/07/2022,,5250,2813.578605009375,2911.85,0,15287212.5,515924.82370078125,3.49275455875516775406090717778459898234E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16012,Glenmark Pharmaceuticals Ltd - 28/07/2022,,25300,387.937755797728,388.8,0,9836640,21814.7783174816,2.22263543412767721049526698999954684638E-01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15920,Godrej Properties Ltd - 28/07/2022,,29575,1208.65829936044,1307,0,38654525,2908455.796414987,8.13643530943339285098296245661380347841E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15925,Gujarat State Petronet Ltd - 28/07/2022,,172500,219.4228293,230.9,0,39830250,1979811.94575,5.23061831652354871900286813045847458681E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15898,HDFC Bank Ltd - 28/07/2022,,256850,1351.030690543859,1398.6,0,359230410,12218177.13380981585,3.52096438586394497823615002267747573137E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15942,HDFC Life Insurance Company Limited - 28/07/2022,,58300,550.013136168201,547.5,0,31919250,-146515.8386061183,-4.5692293564284091080678937813839271615E-01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15913,Hindustan Unilever Ltd - 28/07/2022,,32400,2237.37730195721,2502.15,0,81069660,8578635.416586396,1.18340656183099955609576862999986666517E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15941,Housing Development Finance Corp Ltd - 28/07/2022,,10500,2226.860265919428,2246.3,0,23586150,204117.207846006,8.72966049019052648767124353556751074302E-01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15955,ICICI Lombard General Insurance Company Ltd - 28/07/2022,,27625,1124.361682756153,1275.8,0,35243975,4183483.513861273375,1.34688258739505913800205781792404588082E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15975,IDFC First Bank Ltd - 28/07/2022,,255000,31.445520054706,33.9,0,8644500,625892.38604997,7.80549961019542174289530776190596605104E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15870,ITC Ltd - 28/07/2022,,534400,273.466250104865,293.1,0,156632640,10492275.943960144,7.17958793365035908942238793301813766563E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16013,IndiaMART InterMESH Ltd - 28/07/2022,,5100,3821.935156588236,3912.6,0,19954260,462390.7013999964,2.37222348619589524646923951207871314978E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15901,IndusInd Bank Ltd - 28/07/2022,,76500,814.249203358347,848.8,0,64933200,2643135.9430864545,4.24327054900996535402678919819656510145E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15976,InterGlobe Aviation Limited - 28/07/2022,,8700,1657.496334832759,1681.2,0,14626440,206221.8869549967,1.43008854192324318945766182599015449494E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15889,Jindal Steel and Power Ltd - 28/07/2022,,103750,331.544906725301,343.7,0,35658875,1261090.92725002125,3.66619816143639621268082577793062030168E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15915,LIC Housing Finance Ltd - 28/07/2022,,14000,325.685953517143,352.55,0,4935700,376096.650759998,8.24845105929413932643097722520290933403E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15978,Larsen and Toubro Ltd - 28/07/2022,,9000,1538.296938317,1666.35,0,14997150,1152477.555147,8.3243396312742217373418913411778633111E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15914,Laurus Labs Limited - 28/07/2022,,30600,467.387021002059,487.7,0,14923620,621577.1573369946,4.34607254484533800657285142936065077192E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15966,Mahindra and Mahindra Financial Services Ltd - 28/07/2022,,56000,172.40768904,193.75,0,10850000,1195169.41376,1.23789786168112308223535828909919248692E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15873,Mahindra and Mahindra Ltd - 28/07/2022,,7700,1088.58426297857,1119.5,0,8620150,238051.175065011,2.83999485137133668968434071994290387939E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15996,Manappuram Finance Ltd - 28/07/2022,,162000,90.359585413334,90.7,0,14693400,55147.163039892,3.76733232128980519678127847525646607063E-01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15961,Marico Ltd - 28/07/2022,,38400,488.09051786625,504.8,0,19384320,641644.113936,3.42343920279329211098012524767709532082E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15922,MindTree Limited - 28/07/2022,,9600,2960.378902010625,2899.45,0,27834720,-584917.459302,-2.0581453937954838880928232556661470738E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15977,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED - 28/07/2022,,235200,268.644293926326,285.45,0,67137840,3952702.0685281248,6.25574652193538072785967022900673760244E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15933,NMDC Ltd - 28/07/2022,,134000,109.119866529,109.2,0,14632800,10737.885114,7.3436188614383527771112858671227636615E-02,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15909,NTPC Ltd - 28/07/2022,,307800,141.231737251052,144.2,0,44384760,913631.2741261944,2.10169669135461275422847598925610216028E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15954,Nestle India Ltd - 28/07/2022,,1080,18374.302790690001,18480.4,0,19958832,114584.98605479892,5.77421687878992357562091061757766951728E-01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15973,Nifty FNO SPOT - 28/07/2022,,10300,15763.763669997424,16225.2,0,167119560,4752794.1990265328,2.92719644662530902165234673275457550964E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUTUREBORROW,Notional Amount Adj.,,-2958867263.250052,1,1,0,-2958867263.250052,0,0,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15923,Oil and Natural Gas Corporation Ltd - 28/07/2022,,300300,147.596967146539,121.95,0,36621585,-7701784.2341056617,-1.7376351047292095737176385086354177629E01,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15892,Persistent Systems Ltd - 28/07/2022,,7650,3463.627019895294,3399.5,0,26006175,-490571.7021989991,-1.8514412645167714995601613815314751349E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15944,Power Grid Corporation of India Ltd - 28/07/2022,,221400,212.603384127073,218.9,0,48464460,1394070.7542660378,2.96167245821614671814019473973081742593E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15934,Reliance Industries Ltd - 28/07/2022,,19750,2587.850305062518,2399.4,0,47388150,-3721893.5249847305,-7.2821176979927888702808437080010245079E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15916,SBI Life Insurance Company Ltd - 28/07/2022,,28500,1064.743639294616,1147.7,0,32709450,2364256.280103444,7.79120509800292530214098809862383282135E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16011,SRF - 28/07/2022,,9000,2069.44854328875,2180.25,0,19622250,997213.11040125,5.3541537464451891451132117539916816893E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15910,Shree Cements - 28/07/2022,,2075,19406.025108674095,19773.3,0,41029597.5,762095.399501252875,1.89258175885663808753964921173181242926E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15917,Sun Pharmaceuticals Industries Ltd - 28/07/2022,,53200,833.470253822256,858.05,0,45648260,1307642.4966559808,2.9490849931383180029126476721384056111E00,Long,08/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15912,TATA Motors Right Issue - 28/07/2022,,252225,417.298150619056,443.15,0,111773508.75,6520482.7101086004,6.19505486487134945499327493253848164283E00,Long,08/07/2022
