,report_date,unique_id,quantity,average_unit_cost,market_rate,symbol_name,symbol_code_input,fund_id,instrument_type,symbol_code,expiry_date
0,2022-06-17,HINDALCO22JUNFUT,-536425.0,398.980434678207,334.0,Hindalco Industries Ltd - 30/06/2022,FUT15780,TB1,FUTURES,HINDALCO,30/06/2022
2,2022-06-17,MGL22JUNFUT,-39000.0,736.544188259538,699.15,Mahanagar Gas Limited - 30/06/2022,FUT15795,TB1,FUTURES,MGL,30/06/2022
