,report_date,unique_id,quantity,average_unit_cost,market_rate,symbol_name,fund_id,instrument_type,symbol_code,expiry_date
48,2022-06-17,,90000.0,434.2602004745,462.6,Torrent Power Ltd - 30/06/2022,TB1,FUTURES,TORNTPOWER,30-Jun-2022
49,2022-06-17,,10400.0,737.28288135,665.7,UPL Ltd - 30/06/2022,TB1,FUTURES,UPL,30-Jun-2022
50,2022-06-17,,8100.0,5908.771490801353,5190.95,Ultratech Cement Ltd - 30/06/2022,TB1,FUTURES,ULTRACEMCO,30-Jun-2022
51,2022-06-17,,32500.0,747.416987157115,732.7,United Spirits Ltd - 30/06/2022,TB1,FUTURES,MCDOWELL-N,30-Jun-2022
52,2022-06-17,,-32900.0,734.848943547872,721.15,Alembic Pharmaceuticals Ltd - 30/06/2022,TB1,FUTURES,APLLTD,30-Jun-2022
53,2022-06-17,,-11000.0,3102.267318710182,3080.25,Alkem Laboratories Ltd - 30/06/2022,TB1,FUTURES,ALKEM,30-Jun-2022
54,2022-06-17,,-216000.0,139.363238246667,131.9,Ashok Leyland Ltd - 30/06/2022,TB1,FUTURES,ASHOKLEY,30-Jun-2022
55,2022-06-17,,-74400.0,671.377669749535,635.95,Axis Bank Ltd - 30/06/2022,TB1,FUTURES,AXISBANK,30-Jun-2022
56,2022-06-17,,-81900.0,360.760966331746,331.7,BIRLASOFT LIMITED NEW EQ RS. - 30/06/2022,TB1,FUTURES,BSOFT,30-Jun-2022
57,2022-06-17,,-1700.0,12163.80076314,11772.25,Bajaj Finserv Limited - 30/06/2022,TB1,FUTURES,BAJAJFINSV,30-Jun-2022
58,2022-06-17,,-28800.0,328.59191644,310.8,Bandhan Bank Ltd - 30/06/2022,TB1,FUTURES,BANDHANBNK,30-Jun-2022
59,2022-06-17,,-38000.0,238.734126996,235.5,Bharat Electronics Ltd - 30/06/2022,TB1,FUTURES,BEL,30-Jun-2022
60,2022-06-17,,-13750.0,668.710822036364,635.15,Cholamandalam Investments and Finance Ltd - 30/06/2022,TB1,FUTURES,CHOLAFIN,30-Jun-2022
61,2022-06-17,,-1950.0,962.87631266,917.5,Cipla Ltd - 30/06/2022,TB1,FUTURES,CIPLA,30-Jun-2022
62,2022-06-17,,-12600.0,193.499406464167,181.7,Coal India Ltd - 30/06/2022,TB1,FUTURES,COALINDIA,30-Jun-2022
63,2022-06-17,,-6300.0,1515.773822157778,1483.05,Colgate Palmolive India Ltd - 30/06/2022,TB1,FUTURES,COLPAL,30-Jun-2022
64,2022-06-17,,-10000.0,949.073527216875,921.95,Coromandel International Ltd NCD - 30/06/2022,TB1,FUTURES,COROMANDEL,30-Jun-2022
65,2022-06-17,,-13000.0,4320.655132979011,4142.45,Dr. Reddys Laboratories Ltd - 30/06/2022,TB1,FUTURES,DRREDDY,30-Jun-2022
66,2022-06-17,,-27550.0,1367.294811996034,1293.7,Grasim Industries Ltd - 30/06/2022,TB1,FUTURES,GRASIM,30-Jun-2022
67,2022-06-17,,-49000.0,1025.774084018079,961.25,HCL Technologies Ltd - 30/06/2022,TB1,FUTURES,HCLTECH,30-Jun-2022
68,2022-06-17,,-33600.0,1757.22165223631,1771.15,HDFC Asset Management Company Ltd - 30/06/2022,TB1,FUTURES,HDFCAMC,30-Jun-2022
69,2022-06-17,,-2400.0,2590.73626632,2475.55,Hero MotoCorp Limited - 30/06/2022,TB1,FUTURES,HEROMOTOCO,30-Jun-2022
70,2022-06-17,,-536425.0,398.980434678207,334.0,Hindalco Industries Ltd - 30/06/2022,TB1,FUTURES,HINDALCO,30-Jun-2022
71,2022-06-17,,-536425.0,398.980434678207,334.0,Hindalco Industries Ltd - 30/06/2022,TB1,FUTURES,HINDALCO,25-Aug-2022
72,2022-06-17,,-198000.0,720.858308116042,688.1,ICICI Bank Ltd - 30/06/2022,TB1,FUTURES,ICICIBANK,30-Jun-2022
73,2022-06-17,,-2100.0,4404.984491858571,3865.05,IndiaMART InterMESH Ltd - 30/06/2022,TB1,FUTURES,INDIAMART,30-Jun-2022
74,2022-06-17,,-331500.0,116.146614819517,104.55,Indian Oil Corporation - 30/06/2022,TB1,FUTURES,IOC,30-Jun-2022
75,2022-06-17,,-45900.0,565.080668809321,556.35,JSW Steel Ltd - 30/06/2022,TB1,FUTURES,JSWSTEEL,30-Jun-2022
76,2022-06-17,,-118400.0,1898.597887937567,1674.8,Kotak Mahindra Bank Ltd - 30/06/2022,TB1,FUTURES,KOTAKBANK,30-Jun-2022
77,2022-06-17,,-140.0,68668.65713804928,67283.85,MRF Ltd - 30/06/2022,TB1,FUTURES,MRF,30-Jun-2022
78,2022-06-17,,-39000.0,736.544188259538,699.15,Mahanagar Gas Limited - 30/06/2022,TB1,FUTURES,MGL,30-Jun-2022
79,2022-06-17,,-39000.0,736.544188259538,699.15,Mahanagar Gas Limited - 30/06/2022,TB1,FUTURES,MGL,25-Aug-2022
80,2022-06-17,,-248000.0,175.766643776129,171.45,Mahindra and Mahindra Financial Services Ltd - 30/06/2022,TB1,FUTURES,M&MFIN,30-Jun-2022
81,2022-06-17,,-30400.0,7691.752883487369,7706.15,Maruti Suzuki India Ltd - 30/06/2022,TB1,FUTURES,MARUTI,30-Jun-2022
82,2022-06-17,,-40950.0,810.395143154127,778.15,Max Financial Services Limited - 30/06/2022,TB1,FUTURES,MFSL,30-Jun-2022
83,2022-06-17,,-2100.0,2202.599981374167,2201.0,MphasiS Limited  - 30/06/2022,TB1,FUTURES,MPHASIS,30-Jun-2022
84,2022-06-17,,-25.0,17526.193845024853,16680.45,Nestle India Ltd - 30/06/2022,TB1,FUTURES,NESTLEIND,30-Jun-2022
85,2022-06-17,,-7450.0,15352.44115044402,15319.25,Nifty FNO SPOT - 30/06/2022,TB1,FUTURES,NIFTY,30-Jun-2022
86,2022-06-17,,-30800.0,786.559059262046,759.65,Oberoi Realty Ltd - 30/06/2022,TB1,FUTURES,OBEROIRLTY,30-Jun-2022
87,2022-06-17,,-32000.0,30.456750745516,28.55,Punjab National Bank - 30/06/2022,TB1,FUTURES,PNB,30-Jun-2022
88,2022-06-17,,-90000.0,453.728837996,442.25,State Bank of India - 30/06/2022,TB1,FUTURES,SBIN,30-Jun-2022
89,2022-06-17,,-4800.0,3341.372309147652,3097.15,Tata Consultancy Services Ltd. - 30/06/2022,TB1,FUTURES,TCS,30-Jun-2022
90,2022-06-17,,-16150.0,611.511272242106,579.4,The Ramco Cements Limited - 30/06/2022,TB1,FUTURES,RAMCOCEM,30-Jun-2022
91,2022-06-17,,-16450.0,1454.167418090851,1446.45,United Breweries Ltd - 30/06/2022,TB1,FUTURES,UBL,30-Jun-2022
92,2022-06-17,,-47200.0,447.23899765,406.65,Wipro Ltd - 30/06/2022,TB1,FUTURES,WIPRO,30-Jun-2022
